"",gene_symbol,GSM2114345,GSM2114346,GSM2114347,GSM2114348,GSM2114349,GSM2114350,GSM2114351,GSM2114352,GSM2114353,GSM2114354,GSM2114355,GSM2114356,GSM2114357,GSM2114358,GSM2114359,GSM2114360
ENSG00000103978,TMEM87A,1480.6142,1773.9244,1164.2021,840.6347,1248.0684,1264.6945,738.7609,1489.7683,1010.9795,1047.5299,1065.3212,854.0781,1112.649,718.4021,1066.7704,756.2313
ENSG00000103994,ZNF106,4496.9566,2521.9515,3977.1295,2632.8237,5108.8842,4630.2995,3699.7899,4115.9306,3891.9733,3228.7153,3188.7948,4252.299,4586.2907,1717.5997,3732.3648,2726.3935
ENSG00000103995,CEP152,473.6003,600.8693,323.1418,255.5297,417.2021,354.6237,274.9747,314.3897,266.6639,399.9267,335.5284,190.0146,425.9992,198.0837,323.7992,281.7263
ENSG00000104043,ATP8B4,433.6546,441.6905,2699.7856,281.3968,423.16,1340.1628,380.3171,743.8801,488.6045,234.704,281.3655,211.727,392.6076,206.1736,266.4007,313.8215
ENSG00000104044,OCA2,1.5935,0.7939,0.8034,0,0,0,0,0,0,0.7943,0,2.034,0,0.8287,0,0
ENSG00000104047,DTWD1,414.4823,378.249,193.2722,256.0389,420.8289,299.0024,256.1189,304.2089,308.3669,272.9605,280.4468,226.2474,346.7105,161.1701,366.2471,279.3934
ENSG00000104055,TGM5,2.5955,5.1468,3.1269,2.6428,1.0437,6.7897,5.1976,2.1213,4.1653,2.0627,2.035,1.059,4.9417,4.2965,2.0817,0
ENSG00000104059,FAM189A1,6.3755,4.4849,0.281,0,0,0,0.5542,0,0,0.2778,1.0285,0.2859,0,0.29,0.6803,0
ENSG00000104064,GABPB1,1550.713,2244.0508,747.0869,967.1214,1266.8518,755.0771,685.7782,1100.8213,753.1233,869.5588,904.5418,638.4375,886.7648,662.0503,971.9662,688.4353
ENSG00000104067,TJP1,51.1556,77.0026,35.4406,35.571,47.4298,47.2501,30.7044,35.1533,42.938,42.136,32.3783,17.9547,34.1851,16.5942,35.8515,23.3869
ENSG00000104081,BMF,855.4685,1125.1526,345.0699,921.2976,1192.022,997.7307,931.4217,1489.3034,921.9197,814.9584,490.1642,804.4143,1040.6803,557.9517,993.7919,675.2048
ENSG00000104093,DMXL2,4966.2198,2450.4555,7230.3136,4219.9473,8146.9369,5271.8186,6295.0313,10672.2253,5429.9273,4575.5112,5790.498,7377.3963,9421.1725,3428.6484,4933.5952,4167.5609
ENSG00000104112,SCG3,4.9403,5.9921,3.3565,2.0411,6.306,4.3513,4.1386,10.0298,2.9875,5.8399,3.3444,6.7075,5.9927,1.0278,3.4819,2.2214
ENSG00000104129,DNAJC17,479.9343,420.4658,171.1913,290.8782,383.5844,278.5803,242.4994,424.008,288.9778,297.9893,207.7362,291.1013,337.5734,201.4645,317.4529,247.816
ENSG00000104131,EIF3J,799.6712,1104.7721,385.2555,483.8104,761.3079,548.1143,368.9655,838.5751,533.7794,624.8185,479.2017,515.1038,650.9697,492.0371,690.441,564.2384
ENSG00000104133,SPG11,7186.6522,4404.8317,5892.4676,3580.9851,6563.9722,3990.4533,4227.5825,6747.1985,4240.9216,4911.4444,3669.7339,3393.1781,5264.7424,2796.3078,3224.0361,3348.3105
ENSG00000104140,RHOV,2.9628,0,3.9816,2.0105,0,3.0163,0.9922,2.0256,3.9773,0,0.9717,2.0229,4.981,0,0.9934,1.0068
ENSG00000104142,VPS18,1257.2802,1342.9631,941.85,805.1591,984.2673,760.6459,697.0758,953.5546,843.4839,692.968,773.061,620.9746,1263.3722,431.0908,457.9681,482.9412
ENSG00000104147,OIP5,19.882,73.6193,61.0221,18.4384,17.0495,24.2742,12.6305,16.7912,18.4283,30.4249,17.9222,9.1923,19.0808,7.3702,11.8532,15.3383
ENSG00000104154,SLC30A4,252.0969,171.7245,104.1482,141.7318,195.0593,140.2721,177.4047,251.4033,132.376,138.437,132.8273,165.4728,247.5843,112.2137,183.247,164.3013
ENSG00000104164,BLOC1S6,2461.8465,2899.3387,2601.0103,1609.1678,2242.0419,2287.6687,1932.7238,2363.5597,1732.5118,1788.2416,3219.7438,1830.8291,3043.1726,1357.6654,1850.9068,1705.5174
ENSG00000104177,MYEF2,367.48,475.6887,128.8008,221.4587,395.0894,408.4335,244.0393,238.59,209.6343,202.9893,188.4584,105.719,232.9899,122.0211,281.9593,137.0482
ENSG00000104205,SGK3,557.2656,543.1312,538.3577,548.9702,641.6167,565.8291,557.9279,773.7956,523.8347,497.7624,477.9162,458.4553,573.1951,371.2085,584.9058,426.4771
ENSG00000104213,PDGFRL,0.9355,0,0,0,6.9883,0.9516,1.8764,2.8774,0.9416,0,0,0.9584,0,0.9722,0,1.9066
ENSG00000104218,CSPP1,355.0585,409.7719,154.4372,193.7983,321.2501,258.9131,176.0519,298.9064,303.6912,236.8155,141.5346,194.5763,375.0993,188.9385,345.8245,233.4615
ENSG00000104219,ZDHHC2,1640.7327,624.4438,1064.4576,736.7589,1018.809,872.1697,412.963,979.0182,803.4638,667.6251,777.5946,1000.4238,1256.9103,639.1854,685.1546,980.1049
ENSG00000104221,BRF2,426.2267,295.2756,227.2598,207.4216,327.5308,279.6162,260.1719,304.9915,258.6956,229.8357,206.2548,311.6216,453.4564,149.275,166.2065,164.4989
ENSG00000104228,TRIM35,947.7137,895.8918,457.1668,501.6474,594.0109,600.1076,245.3633,573.1463,561.8714,370.0865,212.3446,343.5227,573.456,253.4989,378.2948,291.137
ENSG00000104231,ZFAND1,574.8909,561.7936,199.1367,347.4161,582.0657,379.5393,213.9399,397.107,334.6108,359.6318,204.1148,342.4135,339.4342,309.4424,399.2383,358.7962
ENSG00000104237,RP1,1.8649,10.2259,3.7615,0.9522,6.4729,0,4.6295,2.8631,0,4.6463,0.9174,5.7395,10.3379,0,15.4939,5.6851
ENSG00000104267,CA2,574.9157,567.7443,212.314,446.3935,959.2721,242.7406,427.8948,433.7718,157.5252,1241.5939,56.7217,269.0997,489.2168,238.0536,354.1929,385.0018
ENSG00000104290,FZD3,107.5998,341.7273,108.1577,86.569,124.8604,67.2671,24.7898,23.5257,45.9858,169.7889,84.6706,43.7831,72.1372,44.3661,75.1211,88.7835
ENSG00000104299,INTS9,640.0596,419.9907,291.6283,314.2166,647.6049,267.5062,348.3032,453.536,258.8538,339.6523,227.7949,378.8736,596.6625,284.925,376.7833,303.637
ENSG00000104312,RIPK2,947.98,1109.5954,967.4747,392.8131,944.8846,502.5081,480.5038,1384.005,496.3221,574.5937,764.9629,711.6076,753.5783,494.3601,406.9597,645.0063
ENSG00000104313,EYA1,0,2.9073,2.9414,2.65,6.8975,1.969,2.9015,5.9725,3.9076,3.8763,0.9566,1.0049,0.9846,3.0352,1.9356,0
ENSG00000104320,NBN,3450.5079,2280.2762,5495.6821,1878.5504,2967.1222,3372.6132,2891.8892,6621.3535,4185.1109,3359.0627,2076.7752,2922.6648,2346.4509,1082.7508,1658.5716,2848.8709
ENSG00000104321,TRPA1,14.2036,4.9081,6.9827,0,7.8306,5.2165,0.95,3.604,4.6455,12.7191,7.4671,6.7083,8.887,2.5731,11.9943,17.8685
ENSG00000104324,CPQ,1517.2214,408.2838,1214.4976,1121.0834,1450.1742,1906.1389,1502.6018,2045.9716,1307.3008,944.8055,1351.4425,1533.71,2046.7549,1157.2059,1252.2684,1525.8186
ENSG00000104325,DECR1,1980.3746,1310.1835,1469.9329,1368.3699,2368.4455,1483.8647,1587.1342,2882.6465,1630.7085,1569.5931,1439.1017,1664.8762,1739.7801,1120.1625,1334.7753,1407.7257
ENSG00000104327,CALB1,53.4251,15.5923,57.8227,20.8537,59.3429,19.6081,63.9252,35.1518,45.3965,28.5486,18.6844,50.8122,90.4827,59.2961,14.007,26.6637
ENSG00000104331,IMPAD1,1200.1197,1723.6642,674.9403,706.0201,1174.9214,938.8877,641.5287,1071.1406,786.5124,873.8018,815.3165,644.2321,1070.096,771.6394,983.8395,835.8511
ENSG00000104332,SFRP1,7.5425,2.1478,52.1536,28.2688,3.7321,18.5547,8.2627,15.4461,6.5007,1.074,2.1203,0.9468,3.2586,1.1211,1.0734,1.8769
ENSG00000104341,LAPTM4B,127.1521,169.2588,125.0692,38.0507,56.572,48.6109,27.0208,45.6123,92.6086,82.6472,23.2792,54.7038,92.5654,76.212,63.5842,51.4802
ENSG00000104343,UBE2W,1816.2202,720.6791,1344.5857,1042.0201,1597.0683,1696.0042,1694.208,2058.208,1429.9182,1174.5757,881.1228,1480.1372,1770.8428,1090.3506,1055.665,1520.2051
ENSG00000104356,POP1,244.388,151.0556,68.372,130.8469,110.7499,75.6497,81.4512,155.0824,140.72,117.7326,55.0691,70.5398,121.4571,81.2675,136.7582,89.8247
ENSG00000104361,NIPAL2,422.5412,240.177,139.9387,205.4717,335.3488,368.5198,320.7249,339.5551,450.4924,193.514,120.4911,213.9173,481.1965,212.3343,481.949,377.2272
ENSG00000104365,IKBKB,4330.4248,3095.83,1930.5651,2171.1709,4279.5321,2715.16,2173.7401,3183.2987,2620.2144,2330.1683,1556.8746,2875.7296,3845.9321,2048.8814,2891.0879,2151.8415
ENSG00000104368,PLAT,18.4122,33.1003,15.6173,15.8897,28.6156,8.2261,22.7256,12.59,13.3977,18.6758,13.5551,10.5293,19.9397,7.0071,16.9802,5.655
ENSG00000104369,JPH1,0,21.735,0,0,0,0,0,1.0147,0,0,0,0,0,0,0,0
ENSG00000104371,DKK4,0,7.8761,0,1.0042,1.9962,2.038,0,0,0,0.9896,0.9754,2.0255,2.0026,0,0,0
ENSG00000104375,STK3,337.0729,257.5513,250.2907,222.5579,399.6061,513.2372,432.0996,591.9695,363.4797,242.6784,412.2526,305.4124,430.7538,230.6292,287.9341,318.4702
ENSG00000104381,GDAP1,145.9111,289.0541,83.4869,119.9828,140.879,118.4809,72.1838,161.7563,100.2449,94.8724,145.2924,53.8167,109.2049,48.0961,61.1115,96.2249
ENSG00000104388,RAB2A,1557.975,1327.6326,1314.9062,1309.764,1710.6673,1893.8191,1230.8067,2140.7839,1231.6323,1089.2611,1509.9719,1420.0945,1701.2676,1358.8739,1168.6671,1293.042
ENSG00000104408,EIF3E,5389.4705,6118.8157,1816.6645,3962.433,4733.5186,4456.1026,2575.4526,4007.7934,4312.7056,3258.3131,2730.2459,2950.774,4784.5395,4046.6279,4552.3056,3763.4447
ENSG00000104412,EMC2,561.9752,499.19,421.0799,312.8757,470.6053,559.6969,387.667,556.0699,429.0389,387.6982,351.7943,266.8201,422.2379,318.842,446.5805,382.2834
ENSG00000104413,ESRP1,0,0.9312,0,1.1411,0,1.288,1.1247,0,0,0,1.1026,1.1479,1.1304,0,0.9371,0
ENSG00000104415,WISP1,0,0,0.8953,0,0,0.8993,0.8838,1.0415,0.8922,0,3.494,2.9075,6.0487,0.9237,0,0.9028
ENSG00000104419,NDRG1,4698.5345,3918.8253,2744.9823,2709.0336,3994.002,3451.0083,3140.3564,6264.6259,4389.4812,2742.9835,3618.6422,2513.8021,3893.5437,1562.113,2071.6208,2420.3249
ENSG00000104427,ZC2HC1A,86.0277,101.0506,36.3383,91.0901,177.0003,82.5133,59.494,119.7471,43.9657,67.9633,91.4743,78.7986,44.5781,80.4651,154.7204,76.1481
ENSG00000104432,IL7,63.2493,20.4173,19.9033,33.744,83.8782,46.5236,21.8491,45.0783,45.7191,29.898,19.0657,28.9112,49.5352,50.9081,40.2747,46.2425
ENSG00000104435,STMN2,0,3.8429,0.6483,2.1258,0,0,0,0,0,1.2824,2.0675,0,0,2.1746,4.3306,0
ENSG00000104442,ARMC1,633.6482,594.383,287.7203,350.0488,418.4772,375.0338,200.6231,438.6051,339.1152,346.7449,209.7223,257.4724,394.029,269.8888,348.0247,289.6234
ENSG00000104447,TRPS1,681.3317,725.6645,573.6325,759.6437,947.4024,723.4919,847.1469,721.8287,701.6344,498.256,932.5245,498.9318,693.0621,333.4176,561.0212,539.2811
ENSG00000104450,SPAG1,369.4817,209.0764,197.5312,187.7666,361.0154,318.8893,173.8714,241.3311,163.7566,224.7088,101.7181,207.3687,159.4497,92.9975,149.0674,177.2433
ENSG00000104472,CHRAC1,509.1886,783.13,262.5639,338.4569,511.8352,389.497,328.146,546.0421,339.5134,296.0363,307.3336,407.1147,616.727,342.5469,480.8016,334.2871
ENSG00000104490,NCALD,738.7461,551.6496,149.3719,153.1934,261.7901,344.0048,202.5597,608.9755,265.2921,357.0205,337.9165,167.2669,261.2084,132.778,424.693,242.0634
ENSG00000104497,SNX16,213.4394,95.2039,131.5303,136.2266,223.0276,195.7421,189.1974,331.1459,244.6525,160.3477,184.6071,158.0449,175.6626,125.922,148.3652,179.6528
ENSG00000104499,GML,5.1945,1.3506,0,1.4993,8.8736,0,3.7306,1.4031,2.9142,1.3603,0,1.5229,5.2647,1.4079,1.6262,0
ENSG00000104517,UBR5,3815.3604,5664.5506,3359.6883,3080.3094,4635.9559,4019.6459,3370.0319,4759.0265,3425.7304,3697.4247,3714.8224,3550.3406,4508.2847,3057.4428,3449.2142,3160.3596
ENSG00000104518,GSDMD,2236.0901,1211.307,1896.6275,1083.667,2136.9936,1500.1981,942.4195,2456.9695,1612.7806,1543.0465,1068.3459,1770.1848,1603.6362,1183.5098,1075.8615,1163.5514
ENSG00000104522,TSTA3,1130.3611,342.0761,319.1356,410.9835,500.6376,467.4212,217.8163,531.3546,375.581,360.3122,274.9052,378.9481,394.9202,262.1431,275.3821,290.3066
ENSG00000104524,PYCRL,88.9714,106.903,29.992,52.686,68.9992,35.2798,38.8154,40.6397,35.185,45.794,34.5489,29.7391,60.2361,25.7154,29.8658,27.3692
ENSG00000104529,EEF1D,7862.4978,6005.1471,3681.9807,4671.7836,6185.9675,4680.0179,2846.8631,5991.359,4749.246,4086.997,4416.5843,3579.0468,6575.605,4616.7395,3977.5547,4129.3705
ENSG00000104537,ANXA13,33.6831,8.1047,8.1024,14.7595,29.8821,22.6896,27.1038,18.1201,16.8106,24.2329,7.1153,15.1334,25.797,7.5567,6.8065,10.3861
ENSG00000104549,SQLE,348.5652,394.9173,201.0574,175.711,322.6154,163.8505,106.7907,322.3841,217.0603,287.2197,156.8576,134.9202,226.3367,108.2098,198.9468,161.1776
ENSG00000104611,SH2D4A,4.4824,30.1299,13.4347,20.9829,8.9777,13.998,21.1376,16.2004,7.4036,14.4758,7.0181,8.8773,14.5193,2.8856,9.5134,18.7831
ENSG00000104613,INTS10,1607.9509,1365.0593,663.8618,935.5851,1104.5283,1083.8554,564.0809,984.4233,998.5832,870.144,606.2222,770.6808,1091.314,652.6703,1049.0322,956.7619
ENSG00000104626,ERI1,437.2356,380.0036,446.5435,290.7049,432.5261,497.0769,354.9248,506.3215,451.093,337.1219,613.5735,311.1383,451.5568,293.6756,277.8468,256.6457
ENSG00000104635,SLC39A14,157.593,312.5566,133.957,92.8172,129.8852,97.891,39.0965,150.8206,98.0527,168.7572,114.2009,101.0424,145.8534,64.8877,144.4883,116.5867
ENSG00000104643,MTMR9,869.0584,1011.5676,597.2864,385.3133,644.7554,381.2087,431.6161,598.9895,477.7449,455.8098,564.3046,392.0645,596.8497,316.4018,475.6673,420.7429
ENSG00000104660,LEPROTL1,2569.8433,5510.392,1207.9458,1206.5989,2045.7568,974.5292,1016.1721,1791.949,1178.1844,1315.4501,1040.3697,1137.0521,2094.2282,1220.67,1442.8327,1235.8815
ENSG00000104671,DCTN6,386.0701,758.6516,213.4503,224.3894,302.775,186.1609,232.1284,350.5002,208.9043,318.9781,312.9706,143.4883,258.3525,161.6297,191.993,179.9194
ENSG00000104679,R3HCC1,606.5251,576.1201,311.6443,354.6321,508.8956,453.543,215.8604,587.1818,371.9566,349.8045,303.4755,328.9439,516.7342,279.6453,407.7507,275.3545
ENSG00000104687,GSR,1373.1461,1417.7385,1469.6173,1157.1216,1780.3661,1467.9942,1173.5894,1488.9075,1232.6556,915.6905,1014.842,1058.7462,1360.4514,705.6019,1174.0197,689.1049
ENSG00000104689,TNFRSF10A,430.6087,574.5206,308.6131,360.1014,413.82,274.0903,194.8464,287.5943,356.8458,249.926,359.3579,315.6462,550.5039,248.3694,393.1849,334.8477
ENSG00000104691,UBXN8,119.6268,136.6913,63.6222,84.8082,149.8819,107.6105,76.9581,105.3383,97.3143,87.495,60.338,57.8118,87.1112,56.6388,102.1664,83.9574
ENSG00000104695,PPP2CB,860.4322,685.1669,600.9196,355.8408,633.4257,556.1015,608.6032,887.7944,580.9897,371.1871,397.6353,511.6236,672.2027,398.6195,495.1979,431.8035
ENSG00000104714,ERICH1,2142.8196,1464.781,591.6414,1058.1086,2137.2278,1362.8675,1475.6261,1693.1129,1372.1046,1236.1807,1034.4869,1031.7452,2096.3334,962.1003,1135.2687,1259.2099
ENSG00000104722,NEFM,1.425,4.1933,1.4715,5.5874,8.2597,5.6866,0,3.5518,11.8414,3.9558,2.3354,8.2865,15.54,4.197,2.8504,9.7506
ENSG00000104723,TUSC3,2.7545,0.9963,2.0219,2.0298,9.1731,4.1518,3.1233,0,0,3.01,0,1.5504,3.0459,0,3.7552,1.1947
ENSG00000104728,ARHGEF10,49.0785,53.2981,32.3683,39.9874,30.4042,33.3706,27.6622,21.5663,24.0259,28.5005,21.5915,26.7811,58.5828,16.0515,29.7023,16.1876
ENSG00000104731,KLHDC4,1714.6959,2421.1803,541.1313,923.2979,1294.913,1098.3851,743.3855,1203.0678,1108.5749,1283.868,699.411,865.1454,1665.8318,609.0434,1304.5644,641.7416
ENSG00000104738,MCM4,617.836,1802.0332,921.9189,436.5719,373.1662,521.5362,307.5775,659.9334,495.4058,762.8715,660.3573,209.4491,413.185,171.1208,253.844,208.2763
ENSG00000104755,ADAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104756,KCTD9,1049.1137,1098.0809,392.9747,368.9864,607.0478,606.647,318.2345,749.65,546.7517,542.5198,602.8505,402.5472,627.7817,289.7567,632.8262,499.4309
ENSG00000104760,FGL1,0,1.6423,2.5643,0,0.8561,0,0,0,0,0,0,0,0.8552,0,0,0
ENSG00000104763,ASAH1,9594.7544,4697.5904,5223.6281,7140.6344,10832.4834,12044.5108,9160.1345,12743.9847,7987.9824,5166.9636,10743.5291,7530.4748,7259.7663,6220.2246,6348.7524,6880.4544
ENSG00000104765,BNIP3L,6133.086,1725.2218,3032.7694,3526.0479,4120.972,3002.2122,3438.566,4404.6645,3242.7109,2568.5839,2683.4685,2391.7707,6875.2674,2033.1585,2215.7889,2474.6592
ENSG00000104774,MAN2B1,4222.1867,3838.3492,2799.1161,3885.1225,6390.3777,4453.013,3602.5393,4868.2415,4309.7704,3010.6456,2410.6894,3278.2992,4711.5761,2611.9147,3545.3691,3105.0209
ENSG00000104783,KCNN4,743.6623,711.4943,224.7808,453.3046,967.5417,498.1344,247.3384,294.2359,584.5129,576.8171,329.212,421.31,778.0377,225.4193,521.5386,572.8114
ENSG00000104804,TULP2,19.158,21.6192,44.2422,10.4748,7.5204,44.1561,6.8957,43.0675,9.8524,8.6177,58.6653,84.8196,38.4258,16.8467,15.6737,56.6623
ENSG00000104805,NUCB1,6567.1829,4925.702,4951.6115,3307.686,5836.5902,4344.1397,3465.4522,5828.3674,5780.7801,3567.0692,4416.7234,3544.0413,5668.8368,3346.1783,3208.1161,3252.7913
ENSG00000104808,DHDH,13.1335,3.8155,56.5463,3.8911,13.3057,9.4987,9.6985,9.409,7.0114,9.9283,15.8624,5.2213,25.7989,4.6721,4.3775,3.1399
ENSG00000104812,GYS1,1157.3447,1377.2115,2180.547,833.9045,857.0147,1134.6145,549.4512,933.9943,825.2121,690.2537,546.6264,612.7043,1189.8696,456.2505,740.0361,433.6776
ENSG00000104814,MAP4K1,1600.1298,1701.6721,373.7353,927.4461,1144.2657,1102.1165,535.507,1186.1767,952.4199,1028.1827,690.3909,615.0586,1173.5748,533.8515,1103.5051,719.4477
ENSG00000104818,CGB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104823,ECH1,887.9907,1182.3674,453.8795,686.1317,897.9127,580.1964,441.7864,902.5472,613.4673,548.6531,387.1134,426.3499,676.8082,392.791,621.1956,456.2451
ENSG00000104824,HNRNPL,3193.419,4714.9379,1823.0486,2045.763,2914.2555,2596.946,1633.8889,3162.4342,2243.0278,2132.3544,2564.0349,1858.2061,2486.1079,1544.3419,2051.5881,1802.9406
ENSG00000104825,NFKBIB,499.2258,603.6523,417.4243,294.2545,452.294,404.6811,246.3203,502.0329,371.1661,316.4881,247.2918,341.9658,468.8194,193.8226,179.5682,220.0051
ENSG00000104826,LHB,3.907,0,1.9622,0.9796,0.9781,2.0462,1.0343,0,1.9873,1.9535,0,0.9923,0,0,4.1529,0
ENSG00000104827,CGB3,0,0,3.9573,0,0,0,0,3.0321,0,0.9806,0,0,1.9843,0,2.0148,0
ENSG00000104833,TUBB4A,56.6888,32.0032,13.879,12.2797,17.1033,32.6269,18.0189,44.334,42.7075,34.7426,14.3012,24.4013,56.0975,9.7804,54.681,13.0188
ENSG00000104835,SARS2,188.1995,272.5382,89.2136,144.9192,134.4964,133.6086,48.6079,152.3959,124.3771,168.9928,82.2859,50.6749,113.3348,47.9107,109.3596,59.612
ENSG00000104848,KCNA7,30.1672,22.8351,23.3029,23.5063,32.9237,27.8872,30.7675,41.7591,22.6295,26.8024,17.6345,18.295,25.4144,11.1852,25.0696,15.502
ENSG00000104852,SNRNP70,9621.685,8869.6076,3381.5068,5659.8728,9378.969,8116.5026,4508.4573,6089.0913,8319.8257,7089.1544,3835.7619,6605.9376,9887.1962,4433.5779,7754.3595,6237.2851
ENSG00000104853,CLPTM1,2099.1232,2134.5609,1357.671,1305.7844,1853.9782,1581.162,1158.5338,1708.3789,1361.3745,1341.1539,1114.416,1462.77,2261.7437,1039.4073,1232.2056,1010.3414
ENSG00000104856,RELB,1393.8516,1013.4679,1759.4097,1004.2595,1441.2759,1311.4393,1116.7313,1850.755,1249.3646,888.9833,1170.5414,769.8492,1637.3896,608.4222,579.9786,759.3931
ENSG00000104859,CLASRP,2725.3174,2101.2963,2332.2858,1827.7891,2675.7489,1970.8719,2053.5858,2284.5961,1952.8323,1916.8255,1985.0738,2106.2382,3233.8087,1552.598,1871.6039,1639.2708
ENSG00000104863,LIN7B,47.9496,44.0879,11.2048,29.649,60.3961,40.6665,16.7191,34.34,39.087,32.5518,16.2742,37.1007,58.6073,18.4611,49.3196,60.9065
ENSG00000104866,PPP1R37,575.0847,608.5523,212.9415,389.6234,468.3661,357.362,299.1929,513.3407,446.5629,386.8452,276.7204,301.1926,530.4189,290.1297,407.6526,285.8943
ENSG00000104870,FCGRT,5211.2932,2303.0289,4875.7276,4812.7743,8171.8722,7494.8509,7175.693,9227.711,5947.7097,4208.0342,3726.7123,7473.9198,9521.0984,4644.2456,4032.2967,4618.8643
ENSG00000104872,PIH1D1,1626.7146,1189.4349,769.7296,894.8749,1420.0999,970.1428,671.8581,1229.4723,938.5643,984.0803,624.3101,918.8956,1534.9931,806.0509,1013.1899,780.5393
ENSG00000104879,CKM,17.7989,3.937,7.9729,7.0446,12.9732,3.0209,14.9087,4.0565,0.9957,1.9723,4.8645,6.0758,10.9721,3.0812,2.9856,7.0574
ENSG00000104880,ARHGEF18,4417.8377,4315.0471,1824.5564,2886.7073,3256.477,2134.9754,1718.2442,2365.3532,2010.4462,2466.1487,1535.4688,2237.8737,3277.7176,1769.3849,1961.5056,1551.3167
ENSG00000104881,PPP1R13L,58.6908,42.2531,40.806,39.6205,52.4478,46.525,46.6568,27.947,77.7863,60.7646,38.1994,67.865,94.7778,35.625,47.7171,64.9692
ENSG00000104883,PEX11G,44.1035,73.8263,38.6094,46.7575,57.8262,47.0614,32.645,33.273,67.8508,32.3143,34.4352,27.4229,62.6803,33.5107,28.194,21.1923
ENSG00000104884,ERCC2,404.7544,462.4753,119.4066,304.4003,411.2702,259.4913,154.8212,321.3586,262.1892,303.9659,214.996,176.566,327.0435,185.0138,254.9872,266.8214
ENSG00000104885,DOT1L,1980.089,2625.0395,1110.2721,925.0883,1796.1241,951.1584,667.8121,1246.7723,1198.9753,1100.2576,1141.5949,862.5276,1856.7534,588.0863,1037.1069,583.2031
ENSG00000104886,PLEKHJ1,1249.1116,905.0175,621.0642,782.9958,1348.4412,954.7186,489.8038,1096.5499,842.4859,835.6994,470.3833,677.3008,936.0094,443.0745,593.9526,557.5255
ENSG00000104888,SLC17A7,26.8155,15.427,13.0361,8.0704,12.6181,7.9489,10.1463,11.1894,9.0369,9.6543,9.4444,5.1768,26.2913,4.8518,5.5733,3.0085
ENSG00000104889,RNASEH2A,178.899,252.0501,160.6987,118.4705,215.1435,220.2159,74.1588,216.436,141.8531,174.0676,112.3514,105.1774,162.1018,70.7778,123.2377,101.2759
ENSG00000104892,KLC3,263.827,22.391,96.6869,438.3356,129.4534,78.8516,50.0498,163.5839,183.0594,170.4888,38.8395,119.8057,143.5583,58.9007,31.0898,36.9713
ENSG00000104894,CD37,16820.4701,6492.9546,11417.5019,10889.827,17315.1499,8252.1395,8667.6134,12532.2101,10316.5371,8297.7261,6119.948,9040.0904,14584.1288,7775.8645,9395.7266,7706.9406
ENSG00000104897,SF3A2,1595.3506,1798.3193,729.5827,933.6583,1128.2128,871.6166,549.3846,1230.1054,1068.1718,1058.665,629.593,703.8918,1222.7819,518.9545,822.0224,705.3688
ENSG00000104899,AMH,40.1709,13.2832,40.4629,8.7112,31.3758,21.5165,19.9333,20.7301,18.8954,31.1844,19.2212,29.9067,54.5038,19.9638,31.4739,2.5937
ENSG00000104901,DKKL1,0,0,0,0,0,0,0,1.8894,0,0,1.1058,0,0,0,0,0.9544
ENSG00000104903,LYL1,2131.4219,398.6309,1156.9342,1889.4593,2235.7402,1165.5926,1062.1071,1629.1052,1562.6131,1205.8224,485.2694,1264.5871,2363.9645,882.4364,503.3878,664.6596
ENSG00000104904,OAZ1,29425.0231,14625.2998,18845.7923,24436.714,28785.9414,25159.1887,18054.4323,28848.4686,20124.6992,16030.2112,13426.0912,22081.6466,53503.6614,15489.8503,11253.3817,13928.2183
ENSG00000104907,TRMT1,1273.5833,1672.3339,459.3233,625.99,1168.223,717.9995,407.7594,705.4664,821.6748,800.7803,468.3814,597.2378,1132.8871,487.9648,769.2959,602.8827
ENSG00000104915,STX10,3054.4767,976.5367,2433.7504,1935.2561,3803.7878,3341.9603,2412.1797,3025.9972,2772.4428,1903.2326,1684.701,2684.5937,2973.1773,1509.8416,1540.9118,1670.6714
ENSG00000104918,RETN,249.5185,337.9848,2455.5916,197.6142,176.5014,1975.6882,96.4822,477.9168,440.0569,63.7166,109.7482,82.8209,933.2478,33.9596,34.002,56.1773
ENSG00000104921,FCER2,1412.4389,91.6824,207.4606,1256.4128,1286.6816,152.3603,267.0131,45.6332,780.4474,179.6514,120.1031,137.7367,1193.0381,678.7017,714.6704,636.2235
ENSG00000104936,DMPK,989.0454,563.6721,273.8174,388.6937,652.4247,458.7665,330.8753,562.8618,382.5147,385.523,365.5931,324.3219,798.7567,240.4781,478.1816,353.3044
ENSG00000104938,CLEC4M,5.963,1.6588,4.405,0.8767,5.8995,3.4671,4.3729,12.5016,0.8588,0.8664,5.2141,4.3819,0.8957,0,5.5573,0
ENSG00000104941,RSPH6A,0.9353,1.2583,2.548,1.9065,2.5516,8.0003,0,0.9585,0.9408,1.8651,0.9203,1.9171,3.7727,0,2.8094,1.7793
ENSG00000104946,TBC1D17,1790.513,1329.2645,617.1258,1020.0502,1420.0235,963.1824,928.9867,1089.9138,1102.1988,836.9825,734.8108,1047.7431,2243.2209,913.6118,1020.7187,834.6453
ENSG00000104951,IL4I1,61.6987,87.6236,54.8303,33.5218,200.3402,45.8431,34.9001,74.9048,72.49,77.3514,39.8266,25.7952,48.4338,40.4675,45.4927,41.6569
