"",gene_symbol,GSM2114345,GSM2114346,GSM2114347,GSM2114348,GSM2114349,GSM2114350,GSM2114351,GSM2114352,GSM2114353,GSM2114354,GSM2114355,GSM2114356,GSM2114357,GSM2114358,GSM2114359,GSM2114360
ENSG00000104953,TLE6,15.0642,11.5881,1.6064,3.2255,12.3608,4.9538,6.0636,1.6455,13.4925,7.8788,9.0377,1.7408,2.848,2.1704,7.9257,2.2762
ENSG00000104957,CCDC130,1386.9492,1272.5107,625.1066,809.6903,1235.9338,898.0342,559.2183,974.7563,830.7533,874.3165,689.3062,725.3701,1254.4991,638.652,989.9936,712.266
ENSG00000104960,PTOV1,2681.6628,1679.3557,1287.2522,1899.0093,2530.4863,1942.1342,1518.4442,1563.4494,2048.7725,1558.4066,1093.9521,2204.5388,3715.2168,1429.1773,1926.7457,1656.7499
ENSG00000104964,AES,15042.8044,12806.2131,3704.7836,8253.7629,10511.0329,6914.2551,3123.0399,8354.8474,7733.6818,8015.2797,5770.3143,5861.0911,10177.63,5672.4475,7114.1969,5955.0317
ENSG00000104967,NOVA2,3.9065,3.2389,3.6797,6.6612,0,6.8147,6.8744,0.1798,8.3887,3.405,6.3977,0.1803,6.7284,3.3784,4.0203,6.6306
ENSG00000104969,SGTA,1112.4189,1188.3442,962.1408,705.2238,1045.4004,796.6592,638.2224,1158.0932,905.3275,806.9325,667.1311,870.5826,1154.4424,706.3986,744.2061,735.6936
ENSG00000104970,KIR3DX1,130.2024,763.2709,22.4895,37.9642,46.2281,100.3262,41.9665,100.7541,63.7457,42.9685,162.2783,84.5119,39.9865,24.4869,59.8644,36.1709
ENSG00000104972,LILRB1,204.5262,13.5527,202.1546,56.3589,120.9073,89.7408,379.4133,1725.5717,291.124,87.0288,333.7638,459.4318,416.1301,35.0517,102.9771,91.1845
ENSG00000104973,MED25,2770.1092,1070.6323,1467.989,2565.8979,2834.4165,2173.5767,2767.1752,3400.7639,2747.4346,2047.4871,1031.6399,3407.3475,5090.4792,1683.7352,2636.6306,1977.6377
ENSG00000104974,LILRA1,26.8222,102.4127,106.2489,301.0873,567.566,440.258,439.2291,86.4071,227.2172,328.4278,212.9168,870.9996,25.0236,110.0434,496.3268,510.4257
ENSG00000104976,SNAPC2,327.4891,268.8767,191.8193,199.9369,325.772,173.1889,145.1771,300.8854,246.2647,169.8661,128.8233,200.0652,266.8809,181.3037,186.1613,138.0309
ENSG00000104979,C19orf53,920.9868,1146.5567,482.2314,699.8369,725.5331,639.1101,439.1921,869.3294,558.052,671.2166,568.163,552.8119,773.1872,548.4295,590.3271,519.2396
ENSG00000104980,TIMM44,679.1309,908.4354,207.1405,357.4814,512.1267,348.1901,240.3168,441.0622,386.161,392.4713,259.744,335.2912,454.6401,297.5491,348.742,353.8049
ENSG00000104983,CCDC61,249.5105,158.9968,443.3065,124.5775,263.9861,295.5539,110.1239,180.7562,176.5993,169.3209,67.6698,181.2025,257.6713,107.3908,153.4725,93.6428
ENSG00000104998,IL27RA,1506.8089,1077.1063,470.0118,1164.987,1616.1683,1056.4019,737.6319,1522.4685,1225.0153,880.9104,578.5227,948.9406,1462.8939,829.6321,1190.1824,954.7677
ENSG00000105011,ASF1B,331.2708,385.2272,467.9099,251.319,354.5947,441.5744,216.8347,366.387,274.7467,280.0216,162.2312,493.9566,595.1894,334.6727,318.535,220.2166
ENSG00000105048,TNNT1,97.0059,106.5886,57.8881,29.7948,159.3703,5.4671,67.0157,197.3929,60.7566,115.8353,91.3868,179.6388,84.3771,191.0493,116.15,161.2941
ENSG00000105053,VRK3,1838.0158,1045.5428,1394.6658,1070.8101,1662.8481,1598.6544,1248.7157,2060.4035,1365.9953,1079.2918,836.1582,1342.375,1848.5049,1064.7751,1077.5766,1168.5405
ENSG00000105058,FAM32A,2191.3484,1800.7203,1616.8673,1522.4886,2296.9465,1848.5247,1482.7105,2599.9838,1608.0464,1507.1125,1280.6652,1649.3193,2059.0924,1392.1585,1364.7783,1459.7816
ENSG00000105063,PPP6R1,8677.1909,6549.9523,4606.5189,4615.056,7038.336,5234.9288,4029.5588,7155.4302,5779.3605,4823.2002,3843.9911,5034.3073,6845.3037,3123.9765,4360.4661,3254.8328
ENSG00000105072,C19orf44,150.3106,93.1986,120.5848,160.202,169.2677,149.4573,70.4306,111.554,111.3433,129.977,68.0603,108.7835,208.8788,75.4364,86.1532,73.677
ENSG00000105085,MED26,506.9288,722.7937,519.5538,282.4331,361.833,257.748,266.9517,319.5135,296.3026,272.2384,393.9495,291.2568,502.6501,212.8502,252.9731,200.5776
ENSG00000105088,OLFM2,108.2639,32.4946,47.7084,71.3381,81.5486,43.7028,39.4716,68.3328,72.6174,51.1643,15.5204,95.7101,96.126,81.2069,79.66,58.9191
ENSG00000105122,RASAL3,4459.4608,3455.1651,2738.5046,2209.1841,4455.3206,3132.3573,1717.4664,4148.4037,3074.6646,2789.0942,1689.9289,3010.4096,4021.28,2006.8208,2928.0723,2948.6758
ENSG00000105127,AKAP8,1867.9885,2513.6121,1165.413,987.2633,1507.5087,1173.9241,1041.1363,1348.6686,1109.1515,1055.3273,1081.2668,1083.3963,1781.9201,739.8686,1239.3513,899.829
ENSG00000105131,EPHX3,14.195,13.0646,6.2596,7.5244,11.6416,13.9554,9.7979,9.0972,3.8056,7.9626,9.6019,10.9044,14.0367,7.7159,3.968,5.4257
ENSG00000105135,ILVBL,519.1645,957.2993,202.4528,302.4942,362.7273,339.1463,225.027,426.3236,324.3697,355.3116,242.2215,225.097,446.1626,203.2344,329.9501,283.4657
ENSG00000105136,ZNF419,295.6602,263.1811,82.0475,263.6281,276.9659,157.0598,133.5999,197.9784,222.3555,274.4807,99.1876,143.9254,238.2153,184.5787,264.1089,237.904
ENSG00000105137,SYDE1,0.6654,4.7512,4.8278,4.8295,0,5.0087,2.6119,4.9596,1.3379,2.6533,4.724,0,9.722,0.6921,1.9925,6.9928
ENSG00000105141,CASP14,6.8178,4.1074,0,6.0249,7.8543,4.3159,19.1483,5.222,5.1118,3.383,1.6736,7.2164,15.974,3.6052,3.3897,0
ENSG00000105143,SLC1A6,78.8986,69.2448,47.536,49.752,65.6227,65.9806,55.6026,52.0078,53.0879,36.4134,73.456,53.5794,94.0881,28.3965,50.9639,51.331
ENSG00000105146,AURKC,19.0292,18.3314,13.274,13.1306,20.9978,11.8045,7.1781,23.0396,13.4012,18.7653,10.6615,7.1324,14.8909,11.3149,16.7048,16.4295
ENSG00000105171,POP4,847.2943,855.1447,458.6466,447.8578,681.9081,575.8791,387.4069,891.9102,497.6207,538.4374,513.6238,396.4086,524.6283,362.706,494.1574,440.1365
ENSG00000105173,CCNE1,104.2374,339.4041,120.3037,31.5606,56.1921,72.1939,29.9924,49.932,47.0982,130.2609,100.7971,43.2631,55.5566,22.7895,37.8357,42.5149
ENSG00000105176,URI1,1623.3871,1784.6126,572.9642,842.1427,1339.4139,1034.8687,504.9681,1126.6927,911.8902,924.7323,610.5842,707.4005,1123.2659,726.2141,1098.1781,823.519
ENSG00000105185,PDCD5,577.4716,664.5865,214.7698,338.2049,531.2867,378.365,172.1272,416.0933,328.5572,407.1634,243.2389,317.7363,418.1235,283.4565,388.1586,321.3562
ENSG00000105186,ANKRD27,1056.7551,766.3181,691.6106,567.3654,932.7403,811.6001,510.828,906.6715,718.8032,535.4937,444.0243,654.9808,921.9327,565.1758,708.5008,536.9201
ENSG00000105193,RPS16,12561.0485,12896.8696,3835.8761,8946.2742,11058.8198,10082.9265,4172.6876,7715.1207,6205.4477,7196.0298,5889.481,5123.4388,10357.783,7625.6987,8035.647,7195.8312
ENSG00000105197,TIMM50,625.2139,876.9349,311.4951,417.7291,588.3163,441.6079,235.2571,630.3335,452.0613,403.7234,454.9652,327.0563,502.4422,319.4449,386.2675,363.4261
ENSG00000105198,LGALS13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105202,FBL,971.0947,1132.1947,331.4354,728.3794,802.5552,746.6028,328.4358,736.3479,631.8704,706.4527,598.7557,417.5609,1228.7477,635.6558,850.2851,609.1047
ENSG00000105204,DYRK1B,295.2759,125.5123,90.8871,203.6226,214.7048,187.7722,117.91,261.6186,181.847,144.5821,63.4389,182.3917,329.4307,102.1856,183.2012,160.1739
ENSG00000105205,CLC,4304.7827,776.5401,2758.4571,126.9,10419.2694,635.182,290.9819,957.8657,912.8199,2587.0325,193.5342,4064.4851,3386.3857,6613.404,2674.7897,933.7959
ENSG00000105219,CNTD2,28.3141,6.6174,30.6417,5.2283,11.558,7.6371,11.6872,4.947,10.082,4.8435,15.463,13.9282,57.3184,5.691,5.1615,9.8207
ENSG00000105220,GPI,3887.4175,4895.3039,5710.112,2145.9819,3999.5418,4046.8851,1518.1472,3634.4622,2622.2638,2252.0547,1733.9388,1904.3402,2970.5217,1810.7543,2195.1361,1580.4556
ENSG00000105221,AKT2,5855.0673,4854.3285,2569.5691,3074.0378,4195.2604,3093.0999,2206.8279,3595.6321,3371.9683,2763.8155,2487.557,2482.2634,4412.0636,2048.3848,3055.002,2391.1935
ENSG00000105223,PLD3,2148.0625,2596.0172,1172.9301,2264.5914,3047.7438,1463.9645,1718.1512,2683.2117,2243.0688,1592.4361,1257.7845,1582.7678,2508.6195,1077.1078,1496.6015,1384.2826
ENSG00000105227,PRX,120.262,87.6863,63.7131,86.5749,72.1399,44.0201,44.0735,67.3561,50.0621,61.375,22.2857,44.843,92.4418,34.3661,83.4216,62.1492
ENSG00000105229,PIAS4,803.9802,505.5661,422.4942,436.1662,610.433,603.9361,511.9655,563.1516,431.7012,396.6481,491.4382,688.9622,607.5948,250.3575,452.1971,374.63
ENSG00000105245,NUMBL,511.4919,403.2405,195.5227,112.97,260.0951,197.5035,136.4904,263.5449,143.8619,115.5242,169.2516,198.9751,330.8824,102.8196,160.5634,181.1611
ENSG00000105246,EBI3,15.6089,170.3997,7.8628,32.1251,27.6229,3.1921,8.6946,6.4114,5.5094,7.008,5.4312,3.9918,28.4739,9.6525,16.8188,1.5948
ENSG00000105248,CCDC94,584.1788,851.4687,287.1015,339.9886,540.0498,295.0374,217.6269,565.487,352.1262,334.2221,294.5562,287.0449,398.9303,228.6947,258.3783,246.2121
ENSG00000105251,SHD,14.6521,5.0901,3.4477,3.4476,13.1861,1.735,1.7119,2.6217,0,1.6997,0.5429,1.1312,31.1494,10.9562,41.9508,27.2153
ENSG00000105254,TBCB,1672.0625,1125.7495,724.4498,841.6301,1475.1862,1244.7014,777.7155,1374.2189,894.5116,881.1625,729.4003,881.7543,1218.6221,660.7494,947.1913,720.8559
ENSG00000105255,FSD1,43.824,185.257,19.4626,31.3888,58.5642,32.7675,20.7865,28.1866,21.9084,36.0711,32.4389,41.69,50.3612,20.1445,20.4039,51.6915
ENSG00000105258,POLR2I,395.3849,263.6588,141.0881,141.1749,236.445,159.2144,78.2063,186.6593,126.8369,108.7561,87.294,117.172,247.1161,109.6244,102.6615,110.4154
ENSG00000105261,OVOL3,1.9755,0,2.9811,0.9966,1.9094,0,2.0493,0,0,0,0.9717,0,3.9193,0,1.0278,1.0158
ENSG00000105270,CLIP3,50.635,63.8107,47.8089,19.1832,27.2883,26.332,13.806,32.5919,48.0934,46.9833,10.0052,17.5518,75.8252,11.2007,19.4938,26.1556
ENSG00000105278,ZFR2,40.1991,55.4523,5.7556,16.656,17.1463,17.6839,4.2928,39.6269,32.8003,27.5835,2.8093,18.1752,12.7296,14.8864,17.6399,16.8078
ENSG00000105281,SLC1A5,1174.7092,1568.8351,868.297,834.8721,1153.2522,883.4033,542.4797,1108.4779,843.7984,676.7554,433.0964,706.0402,1481.7411,506.9999,581.0999,497.7232
ENSG00000105287,PRKD2,7321.0932,3391.2453,6208.1842,3689.5386,6032.7019,4673.8271,5583.8802,7648.6394,4115.5261,4649.1888,3416.0789,4763.9776,6677.4613,3575.8728,3122.3133,3575.6167
ENSG00000105289,TJP3,121.1098,78.4267,68.1921,72.5932,81.1816,40.1876,68.4755,31.1782,105.4518,60.4023,13.8798,79.6787,123.576,104.0077,77.1687,78.0198
ENSG00000105290,APLP1,22.9485,5.7052,57.3555,5.4655,23.7494,9.2541,42.6855,6.3889,10.2043,6.2268,20.9425,7.5493,53.5377,13.7076,1.8785,12.3866
ENSG00000105298,CACTIN,1216.2761,1300.8842,535.6297,733.9061,1081.8708,724.2451,515.3735,840.4675,691.1732,672.042,495.5508,643.7173,1258.3511,584.449,714.5075,543.2547
ENSG00000105321,CCDC9,1067.7335,1252.8016,1410.4867,633.5054,884.4431,1066.572,1163.448,1303.5914,1009.6693,963.2426,1030.6477,654.96,1178.1994,655.4707,665.4893,499.5494
ENSG00000105323,HNRNPUL1,6089.8416,11515.4935,4748.8596,4586.2694,5896.2184,5858.591,4018.9431,6557.6501,5482.8336,4693.9259,5293.6998,4830.1979,6551.4688,3446.7074,4681.7288,3982.9153
ENSG00000105325,FZR1,2490.3036,2557.7428,1053.541,1145.6326,2039.5201,1240.1347,1101.3786,1516.6214,1659.5244,1295.5525,1524.2617,1213.8837,2197.7036,753.4591,1096.0408,952.7333
ENSG00000105327,BBC3,409.077,352.6121,256.3322,423.4282,519.6318,556.3211,394.3918,676.5507,635.5906,344.1309,125.1384,455.4422,581.0558,244.0384,255.4646,252.9044
ENSG00000105329,TGFB1,9170.9347,9240.6186,9282.0412,4948.8981,8391.1528,6356.5098,4930.9686,9054.1978,7242.7747,5082.7643,6724.4598,5776.1402,8742.6391,4150.5926,4137.4629,4344.3001
ENSG00000105339,DENND3,17985.1523,6478.7733,14290.6143,11000.2423,20552.7199,16587.0489,18905.2343,17311.104,14877.6857,14098.9874,11514.8219,14018.5754,20403.5444,7749.5137,9564.4966,10642.7044
ENSG00000105341,ATP5SL,747.8736,712.3423,523.6719,476.7265,651.7386,477.4935,338.3314,594.2523,462.7938,446.3021,414.3014,417.8365,619.0741,285.5748,429.0139,369.647
ENSG00000105352,CEACAM4,608.5545,370.2448,1151.428,434.8386,756.7429,794.5692,914.2294,659.0551,665.7348,460.7352,269.0995,498.0742,647.3015,354.2078,391.77,384.5427
ENSG00000105355,PLIN3,2035.8044,1139.2852,2283.5748,1949.0098,2621.4002,2397.6396,2321.1988,3065.1321,2116.9307,1523.2729,2118.242,1741.7165,2236.3485,1168.1609,1130.7998,1234.9098
ENSG00000105357,MYH14,15.9372,5.9415,7.0487,6.0573,9.4132,4.9635,6.1942,7.0104,7.2881,5.8586,6.0793,11.0361,16.6004,8.1605,15.9448,6.0711
ENSG00000105364,MRPL4,674.7298,950.3574,273.8285,428.2151,556.6026,361.5752,218.9647,526.1838,422.3801,486.161,300.9277,274.6653,552.4125,264.1358,335.2009,256.5436
ENSG00000105366,SIGLEC8,171.3525,11.9931,11.5144,4.9702,668.8607,20.6427,26.5704,102.9146,71.1737,205.2782,13.3056,308.3299,157.2242,523.5236,222.6242,56.7454
ENSG00000105369,CD79A,5793.3541,1927.0728,710.0634,5360.1151,4968.4098,1032.419,1610.8255,219.3305,1942.2248,1798.5733,550.9034,689.7799,2708.79,1867.0225,1979.3128,1419.8266
ENSG00000105370,LIM2,42.4308,11.3526,6.4695,1.8455,48.743,14.927,5.0685,9.3696,24.8493,22.247,4.2145,18.9682,16.6844,8.3565,15.2464,11.4222
ENSG00000105371,ICAM4,78.0409,114.9298,94.8269,93.4708,156.9807,65.4801,72.0443,68.4665,39.4953,75.6939,105.1086,69.6734,172.0159,46.9672,36.2243,61.7267
ENSG00000105372,RPS19,14004.3848,17908.0085,4854.5809,11044.8503,11750.7738,11790.6349,4557.3793,11808.752,9049.5645,9177.2348,7374.2935,7769.5763,11498.1585,9334.8947,10057.1974,7743.9608
ENSG00000105373,GLTSCR2,6595.3341,8498.149,2098.7532,6185.7945,6141.7467,4976.3648,2506.4144,4167.2898,4484.4119,4425.8486,3513.0771,3854.5536,7491.1806,4930.8133,6234.0999,4625.5064
ENSG00000105374,NKG7,16144.1607,11269.5122,5233.0465,1667.0584,5765.3128,8751.6745,2177.1447,13820.2577,6971.369,6877.3907,4690.2345,4396.4607,4164.6855,1963.6449,5124.6394,3302.7174
ENSG00000105376,ICAM5,39.0863,14.4276,63.2242,12.878,31.6405,29.9105,43.4627,18.1174,26.5281,25.5409,109.5766,16.5704,96.3243,18.7305,17.1434,19.051
ENSG00000105379,ETFB,929.3685,985.3313,755.1382,687.3632,1074.9413,782.1509,475.3517,1051.0035,662.339,663.5803,560.9542,490.3954,918.5043,443.3513,540.5312,525.7959
ENSG00000105383,CD33,878.8159,597.9847,1017.4187,856.2361,1850.3692,853.9026,867.3135,1613.2781,971.8601,562.7283,567.8326,1003.8107,1315.042,810.2269,1020.652,875.2027
ENSG00000105388,CEACAM5,3.3007,0.9533,2.0038,2.9321,5.7221,8.1307,5.3329,3.9521,6.868,3.2832,3.8273,5.884,2.6317,3.6841,4.8558,4.9279
ENSG00000105392,CRX,19.8672,19.6739,14.5799,21.361,28.7262,13.7688,24.2968,21.7364,18.4843,25.5475,21.0824,16.3094,30.9174,12.7617,21.0407,20.7614
ENSG00000105393,BABAM1,1654.6487,1655.0319,834.4767,967.3717,1454.2425,1084.5952,588.6896,1294.6979,866.8334,1142.8833,607.8351,805.3455,1432.4815,851.2324,868.6505,811.066
ENSG00000105397,TYK2,10032.4994,6122.5496,6292.5206,5330.5419,11481.557,9140.0779,7042.2481,9465.2327,7753.175,6719.3878,5203.7742,8544.3527,12540.1596,5611.0097,6184.4791,5283.1319
ENSG00000105398,SULT2A1,3.0466,7.9008,3.0891,7.3926,7.1691,6.2526,5.4439,7.5976,3.1626,2.9661,7.9143,7.5479,5.4623,7.0562,3.0186,3.4991
ENSG00000105401,CDC37,4709.9057,4525.9866,2276.8951,2403.8074,4383.1798,3390.6934,1956.4922,3844.8609,2686.6781,2769.1414,2524.6574,2816.9512,4124.3595,1836.6221,2504.0867,2223.3151
ENSG00000105402,NAPA,5417.5123,4391.243,8167.339,3568.3549,6097.2342,2516.2535,5212.1365,9405.5103,4482.3616,5006.5384,4340.9016,3578.8884,4093.0901,2842.7771,2308.0671,3639.6197
ENSG00000105404,RABAC1,2107.6827,1519.272,999.8705,1155.115,1473.7442,1638.2701,959.292,1561.7734,1463.5632,1343.6013,1388.6151,1258.1029,1795.9073,851.5298,822.2968,831.3692
ENSG00000105409,ATP1A3,385.8433,443.2955,62.7092,77.2122,133.8655,144.1578,67.787,377.2504,450.0426,199.6402,172.3612,102.0691,141.9741,95.6404,332.9822,343.8517
ENSG00000105419,MEIS3,8.9557,11.6867,1.4483,7.4662,21.8842,5.9163,5.4026,6.119,3.9445,7.4259,15.7219,8.0428,7.2409,3.9684,3.737,6.1207
ENSG00000105426,PTPRS,181.1894,107.5314,90.5359,67.0561,200.216,80.1946,99.1934,64.5386,118.8472,106.0532,50.7765,98.8663,257.4718,81.5527,145.3198,127.1946
ENSG00000105427,CNFN,16.3734,3.8067,2.9028,5.7987,9.6473,5.3691,0,2.9865,2.9387,3.8524,3.0216,0,6.2226,2.1071,6.1334,3.1788
ENSG00000105428,ZNRF4,0,0,0.9999,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105429,MEGF8,582.885,684.4003,238.6542,497.5377,506.6319,320.1097,254.7707,324.2104,382.4949,254.7396,185.3608,250.1631,557.7997,230.5019,411.673,371.4883
ENSG00000105438,KDELR1,820.4667,1316.2918,709.6267,648.661,998.2442,751.9803,544.757,877.7736,807.3761,951.9803,555.342,601.0552,924.1111,403.6658,669.9141,473.4712
ENSG00000105443,CYTH2,1424.5085,1190.8,1275.1979,1051.2236,1724.7533,1458.9055,1162.4183,1630.9422,1349.7877,1110.1563,782.2073,1468.6806,2088.7223,1141.1191,1261.2268,1257.6903
ENSG00000105447,GRWD1,575.4116,1107.7095,294.7174,340.2618,546.9134,265.2254,212.4373,394.971,403.9454,424.3778,341.5016,201.5571,324.2434,190.1793,326.1871,277.0472
ENSG00000105464,GRIN2D,17.8292,24.6858,4.9946,14.1578,49.0605,6.0148,19.6887,22.307,22.8861,12.8337,5.8473,8.1283,16.9731,6.1853,9.8506,9.0611
ENSG00000105467,SYNGR4,0.7366,1.7622,0,0,0.8932,0.7554,0,0,0,0,0,6.2882,0,0,1.7865,0.7537
ENSG00000105472,CLEC11A,65.1156,84.2237,509.3421,65.2766,81.6398,116.7028,16.1096,164.4743,97.9066,29.0527,19.2202,42.1864,53.8211,20.1292,39.7087,34.7203
ENSG00000105479,CCDC114,33.7857,42.526,18.1107,19.4676,53.1053,23.9096,17.3981,28.791,23.7092,32.9347,18.344,20.8815,49.1486,27.3511,22.9233,38.0875
ENSG00000105483,CARD8,8281.0836,3957.9267,4854.2286,5850.2341,9531.9846,8295.4469,7411.5217,9721.1218,7434.5997,5833.968,4577.1221,7223.3323,9014.2715,4874.8639,6256.4993,6506.012
ENSG00000105486,LIG1,1062.24,1819.6058,717.6366,777.0857,897.4195,610.3174,399.7354,728.6831,860.2239,854.7616,482.4072,435.9422,859.5969,507.8413,673.0969,528.4388
ENSG00000105492,SIGLEC6,116.1029,27.9181,13.1648,86.0821,129.2321,84.5302,114.4077,20.4632,43.5244,150.4243,14.5087,48.4038,109.713,34.1004,67.3318,45.9966
ENSG00000105497,ZNF175,355.0806,308.4662,187.4956,354.9081,201.316,166.1398,138.7141,105.7311,245.792,195.9624,45.5981,144.3022,265.9145,101.7677,271.7047,166.437
ENSG00000105499,PLA2G4C,111.989,53.9546,51.3041,49.9592,100.3994,103.7166,50.811,85.2616,31.9819,45.7116,78.3985,41.7536,90.7427,33.6369,41.9348,54.1608
ENSG00000105501,SIGLEC5,2375.4707,526.7061,6162.8754,2610.9373,2262.2604,3407.3274,1828.762,2400.8709,2418.6136,2032.2773,1979.1133,2541.3484,2821.9351,1256.9453,562.5413,1800.2184
ENSG00000105507,CABP5,95.8296,38.2963,19.9081,108.4094,173.3399,21.1963,23.976,51.6915,23.9037,41.355,17.4965,105.1271,83.7448,61.4759,12.0077,158.4046
ENSG00000105509,HAS1,14.921,11.5472,93.2917,21.484,6.8548,30.2851,40.4538,15.0754,8.0797,2.6444,19.9711,34.4646,105.523,35.9984,4.7362,19.1715
ENSG00000105514,RAB3D,2271.0206,654.5838,2134.9527,2114.5438,3755.7862,3913.2897,2652.2138,3366.7314,2638.7917,1539.5988,1295.4954,3874.9253,4161.0307,1658.0701,2110.1329,2613.1402
ENSG00000105516,DBP,397.1307,97.3332,219.3977,303.6009,411.5722,259.1452,174.6444,342.7605,366.3776,197.3227,69.8403,192.424,482.9832,207.342,292.1684,257.8826
ENSG00000105518,TMEM205,523.0814,578.6537,375.3484,474.9078,685.5591,573.9808,290.2462,782.5124,496.4687,352.3937,300.9875,401.8948,520.2048,319.8148,396.357,384.3268
ENSG00000105519,CAPS,1000.7059,1074.1602,403.2554,678.2668,1100.0985,700.7008,388.973,664.8211,636.4371,609.7274,406.7088,543.6272,1107.429,586.9201,824.6163,506.6684
ENSG00000105520,PLPPR2,2314.2865,635.1458,2055.9801,1845.0312,3619.2946,2837.0932,2142.8409,3068.391,2822.4041,1722.7541,1474.3781,2642.8551,3888.2642,1498.1366,1399.2751,2167.4211
ENSG00000105523,FAM83E,21.1777,8.7247,34.1033,4.4228,19.8027,11.3988,11.1901,18.6978,13.9871,12.9697,12.1445,8.7908,13.2225,8.9701,16.1735,9.2232
ENSG00000105538,RASIP1,0,22.1773,7.3498,3.3814,0.6698,1.4858,5.8681,0,5.6378,3.304,8.6102,5.974,5.8853,3.0294,3.934,5.7265
ENSG00000105549,THEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105550,FGF21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105552,BCAT2,318.0874,385.9092,97.6051,261.8371,277.5437,205.7291,110.5605,224.5069,201.3335,235.3752,123.3457,155.5084,300.7925,172.9242,195.0766,173.0503
ENSG00000105556,MIER2,477.3971,518.9965,142.146,268.0516,489.2249,260.3651,271.0551,382.7224,294.3124,199.3353,210.1076,220.5706,345.357,130.3314,236.5167,203.3573
ENSG00000105559,PLEKHA4,24.6029,28.2503,32.008,21.4797,19.2083,33.1205,25.2486,34.5419,45.4694,28.7447,13.0733,23.681,31.4048,31.9918,24.0502,33.4638
ENSG00000105568,PPP2R1A,3333.8763,3521.5755,1874.9588,1939.6143,3394.6805,1957.0722,1552.3777,2690.3049,2022.2102,1925.7774,2022.7269,1948.4033,2784.5912,1586.742,1507.8096,1676.628
ENSG00000105576,TNPO2,1855.1563,1801.2707,933.6233,920.4907,1325.7056,851.1196,793.2209,1105.599,1051.8907,1103.3631,879.3328,958.332,1982.2046,856.7666,1146.656,759.6287
ENSG00000105583,WDR83OS,1596.7471,1590.9559,1029.22,1096.4606,1777.6718,1335.6929,844.4269,1859.567,957.8386,859.4918,907.3687,1186.9552,1697.4995,1044.0428,1059.5411,953.1669
ENSG00000105605,CACNG7,0,0,0,0,0,0,0,0,0,0,0.9753,0,0,0,0,0
ENSG00000105607,GCDH,613.0811,701.399,246.6553,361.174,406.7977,397.6271,230.6895,357.4752,324.5424,362.4248,239.6454,307.6688,350.4409,238.715,404.6556,273.688
ENSG00000105609,LILRB5,44.8604,26.9082,46.7482,34.8777,64.2924,50.103,54.7478,109.3682,63.4799,69.0588,50.2281,47.0328,105.2636,106.8175,32.6938,40.8821
ENSG00000105610,KLF1,333.5983,9.8405,150.4663,699.2049,73.8319,60.4353,17.9017,82.1459,155.3298,153.8298,36.9661,34.4219,215.4386,42.0988,9.9587,20.1659
ENSG00000105612,DNASE2,769.4302,841.0569,702.7649,786.8963,974.1235,774.083,919.6088,1167.7066,806.7323,587.1647,295.3727,739.8691,559.488,517.5684,554.356,442.7119
ENSG00000105613,MAST1,24.2969,23.9446,15.5225,10.9689,29.7571,22.9525,24.8441,6.6577,14.8137,6.1291,15.3866,8.4667,46.6051,9.6766,13.326,11.5182
ENSG00000105617,LENG1,15.9098,2.9717,27.7051,9.1286,8.3543,4.6332,4.0495,2.8574,6.2548,4.4952,0,20.8939,24.5556,9.5045,9.0418,0
ENSG00000105618,PRPF31,495.7563,545.4172,228.2619,333.6078,472.9142,255.6925,259.1216,410.6005,231.1246,284.1455,232.2047,292.7107,423.5485,228.6577,293.0648,253.0431
ENSG00000105619,TFPT,72.9375,83.1936,72.4365,52.302,58.5399,54.1625,25.1792,103.1432,56.7197,51.1208,41.077,65.0083,87.5043,40.5636,45.9288,30.6723
ENSG00000105639,JAK3,8808.8787,4983.2624,7193.4487,5594.6517,6986.7836,14244.1102,7575.6351,10436.0403,12578.5564,7041.8216,7437.5273,6687.2014,10277.1659,4366.6608,5940.1975,6042.9942
ENSG00000105640,RPL18A,17038.4348,17006.5708,4916.2259,13752.2415,14396.3048,11413.6449,5690.748,11105.1056,10709.7003,8863.9052,6803.3867,8545.4336,15985.507,10798.1581,10640.7951,8502.3466
ENSG00000105641,SLC5A5,31.311,79.035,22.584,22.05,35.248,22.2977,17.9353,15.7691,34.3,27.0827,8.5444,16.4257,35.1399,26.9833,26.7688,34.4053
ENSG00000105642,KCNN1,1.9644,8.8477,1.9732,2.2508,4.9839,1.9783,3.9675,1.0115,5.8827,1.9518,1.9916,0,4.9383,2.0316,2.2247,0
